33,1,4.9106e+13,-0.69464,12.681,0.50395
33,1,4.9106e+13,5.0123,11.264,0.95342
33,1,4.9106e+13,4.9033,10.883,-0.081722
33,1,4.9106e+13,-0.61292,18.496,3.0237
33,1,4.9106e+13,-1.185,12.108,7.2052
33,1,4.9106e+13,1.3757,-2.4925,-6.5105
33,1,4.9107e+13,-0.61292,10.569,5.7069
33,1,4.9107e+13,-0.50395,13.947,7.0553
33,1,4.9107e+13,-8.431,11.414,5.1349
33,1,4.9107e+13,0.95342,1.3757,1.6481
33,1,4.9107e+13,-8.1995,19.572,2.7241
33,1,4.9107e+13,1.4165,5.7886,2.9829
33,1,4.9107e+13,-1.8796,-2.9829,-0.29965
33,1,4.9107e+13,-6.1292,6.851,-8.1586
33,1,4.9107e+13,5.8295,18.006,8.54
33,1,4.9108e+13,6.279,2.9829,2.9148
33,1,4.9108e+13,-1.5663,8.3084,-1.4574
33,1,4.9108e+13,3.5277,13.593,9.4253
33,1,4.9108e+13,-2.0294,-5.7069,-10.188
33,1,4.9108e+13,2.7649,10.338,-9.7249
33,1,4.9108e+13,3.5685,13.675,1.5391
33,1,4.9108e+13,-0.50395,3.8682,3.7184
33,1,4.9108e+13,-2.3018,1.6889,0.081722
33,1,4.9108e+13,-3.5685,19.572,6.5105
33,1,4.9108e+13,-0.8036,-3.2961,-4.6309
33,1,4.9109e+13,0.50395,10.842,13.525
33,1,4.9109e+13,5.7069,15.595,6.17
33,1,4.9109e+13,-8.6625,7.2733,4.018
33,1,4.9109e+13,-1.3348,1.2258,2.3699
33,1,4.9109e+13,-4.5901,19.572,4.7126
33,1,4.9109e+13,3.8682,3.7592,0.84446
33,1,4.9109e+13,-1.7979,1.5391,8.7306
33,1,4.9109e+13,7.6683,11.264,-1.3076
33,1,4.9109e+13,-2.3699,14.288,8.2812
33,1,4.911e+13,2.7241,1.4574,0.88532
33,1,4.911e+13,-3.5958,18.66,-0.65378
33,1,4.911e+13,3.9499,4.1406,3.9908
33,1,4.911e+13,0.46309,-2.4108,2.4108
33,1,4.911e+13,3.7865,14.138,-3.1463
33,1,4.911e+13,3.337,19.232,6.5514
33,1,4.911e+13,5.6661,3.7865,0.53119
33,1,4.911e+13,0.23155,0.76274,0.76274
33,1,4.911e+13,-4.8216,19.572,8.1586
33,1,4.911e+13,1.8387,-1.1169,-2.7922
33,1,4.9111e+13,-3.2961,10.079,13.825
33,1,4.9111e+13,11.605,17.08,1.3348
33,1,4.9111e+13,-3.1735,14.015,5.7069
33,1,4.9111e+13,0.61292,1.1169,2.5606
33,1,4.9111e+13,-7.8862,19.572,1.9886
33,1,4.9111e+13,3.1463,5.2438,4.6718
33,1,4.9111e+13,-3.0237,-4.3313,-3.337
33,1,4.9111e+13,-0.081722,11.918,-7.8862
33,1,4.9111e+13,-1.0351,14.819,4.6037
33,1,4.9112e+13,-2.4517,2.5334,3.4868
33,1,4.9112e+13,-1.3757,2.0703,-0.19068
33,1,4.9112e+13,-2.4925,19.572,6.4697
33,1,4.9112e+13,1.4574,-5.2438,-4.3721
33,1,4.9112e+13,-1.4165,9.8066,5.7478
33,1,4.9112e+13,-1.2667,14.71,6.2109
33,1,4.9112e+13,-3.6775,3.1735,3.7865
33,1,4.9112e+13,1.8387,2.7649,-1.757
33,1,4.9112e+13,-1.2667,19.314,6.3198
33,1,4.9112e+13,2.4108,-7.6546,-6.1292
33,1,4.9113e+13,-0.61292,16.358,4.9442
33,1,4.9113e+13,0.040861,17.502,2.5334
33,1,4.9113e+13,-7.6546,7.8181,4.3721
33,1,4.9113e+13,-1.2667,0.72188,0.8036
33,1,4.9113e+13,-5.0123,19.572,5.5162
33,1,4.9113e+13,1.9477,2.7922,2.0703
33,1,4.9113e+13,-5.0531,1.6481,7.6274
33,1,4.9113e+13,9.3844,13.443,1.0351
33,1,4.9113e+13,-5.4345,13.212,6.4424
33,1,4.9114e+13,-0.61292,1.8796,1.4165
33,1,4.9114e+13,4.7126,-6.5514,-6.0202
